interventionType,intervention,jobsType,jobsName,value,id,region,country,gP,status
Micro- level: Individuals/ Firms,Skills & Training,Job Access,Youth,Yes,P151047,AFR,Botswana,Education GP,Pipeline
Macro-level: Economic Conditions,Trade & Investment Policy,Intermediate Outcomes,Access to/ working of product markets,Yes,P151058,AFR,Mauritania,Trade & Competitiveness GP,Pipeline
Macro-level: Economic Conditions,Trade & Investment Policy,Intermediate Outcomes,Firm performance/ investment,Yes,P151058,AFR,Mauritania,Trade & Competitiveness GP,Pipeline
Macro-level: Economic Conditions,Trade & Investment Policy,Job Creation,New enterprises,Yes,P151058,AFR,Mauritania,Trade & Competitiveness GP,Pipeline
Micro- level: Individuals/ Firms,Skills & Training,Intermediate Outcomes,Human capital,Yes,P151059,MNA,Tunisia,Education GP,Pipeline
Micro- level: Individuals/ Firms,Skills & Training,Job Creation,Entrepreneurs/self-employed,Yes,P151059,MNA,Tunisia,Education GP,Pipeline
Micro- level: Individuals/ Firms,Skills & Training,Job Quality,Earnings/ livelihood,Yes,P151059,MNA,Tunisia,Education GP,Pipeline
Micro- level: Individuals/ Firms,Skills & Training,Job Access,Labor force participation,Yes,P151059,MNA,Tunisia,Education GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P151075,SAR,Pakistan,"Urban, Rural & Social GP",Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P151075,SAR,Pakistan,"Urban, Rural & Social GP",Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Youth,Yes,P151075,SAR,Pakistan,"Urban, Rural & Social GP",Pipeline
Macro-level: Economic Conditions,Trade & Investment Policy,Intermediate Outcomes,Access to/ working of product markets,Yes,P151083,AFR,Africa,Trade & Competitiveness GP,Pipeline
Macro-level: Economic Conditions,Trade & Investment Policy,Intermediate Outcomes,Firm performance/ investment,Yes,P151083,AFR,Africa,Trade & Competitiveness GP,Pipeline
Meso-level: Business Environment,Infrastructure-Energy,Intermediate Outcomes,Firm performance/ investment,Yes,P151086,EAP,Vietnam,Energy & Extractives GP,Pipeline
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Intermediate Outcomes,Access to/ working of product markets,Yes,P151089,MNA,West Bank and Gaza,Finance & Markets GP,Pipeline
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Intermediate Outcomes,Firm performance/ investment,Yes,P151089,MNA,West Bank and Gaza,Finance & Markets GP,Pipeline
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Job Creation,Job creation (by employers),Yes,P151089,MNA,West Bank and Gaza,Finance & Markets GP,Pipeline
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Job Creation,New enterprises,Yes,P151089,MNA,West Bank and Gaza,Finance & Markets GP,Pipeline
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Job Creation,Entrepreneurs/self-employed,Yes,P151089,MNA,West Bank and Gaza,Finance & Markets GP,Pipeline
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Job Quality,Earnings/ livelihood,Yes,P151089,MNA,West Bank and Gaza,Finance & Markets GP,Pipeline
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Job Access,Fragile,Yes,P151089,MNA,West Bank and Gaza,Finance & Markets GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P151102,ECA,Kyrgyz Republic,Environment & Natural Resources GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P151102,ECA,Kyrgyz Republic,Environment & Natural Resources GP,Pipeline
Meso-level: Business Environment,Infrastructure-Energy,Intermediate Outcomes,Firm performance/ investment,Yes,P151124,AFR,Tanzania,Energy & Extractives GP,Pipeline
Meso-level: Business Environment,Infrastructure-Energy,Intermediate Outcomes,Firm performance/ investment,Yes,P151136,AFR,Tanzania,Macro & Fiscal Management GP,Pipeline
Meso-level: Business Environment,Labor Policies,Intermediate Outcomes,Firm performance/ investment,Yes,P151169,MNA,Morocco,"Urban, Rural & Social GP",Pipeline
Meso-level: Business Environment,Labor Policies,Job Quality,Earnings/ livelihood,Yes,P151169,MNA,Morocco,"Urban, Rural & Social GP",Pipeline
Meso-level: Business Environment,Labor Policies,Job Access,Working of labor market,Yes,P151169,MNA,Morocco,"Urban, Rural & Social GP",Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P151215,AFR,Chad,Agriculture GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P151215,AFR,Chad,Agriculture GP,Active
Micro- level: Individuals/ Firms,Skills & Training,Intermediate Outcomes,Human capital,Yes,P151253,AFR,Nigeria,Education GP,Pipeline
Micro- level: Individuals/ Firms,Skills & Training,Job Access,Labor force participation,Yes,P151253,AFR,Nigeria,Education GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Intermediate Outcomes,Access to/ working of product markets,Yes,P151294,AFR,Ethiopia,Environment & Natural Resources GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P151294,AFR,Ethiopia,Environment & Natural Resources GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P151294,AFR,Ethiopia,Environment & Natural Resources GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P151302,LCR,Jamaica,Environment & Natural Resources GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P151302,LCR,Jamaica,Environment & Natural Resources GP,Pipeline
Macro-level: Economic Conditions,Trade & Investment Policy,Intermediate Outcomes,Firm performance/ investment,Yes,P151324,AFR,Cote d'Ivoire,Trade & Competitiveness GP,Pipeline
Macro-level: Economic Conditions,Trade & Investment Policy,Job Creation,New enterprises,Yes,P151324,AFR,Cote d'Ivoire,Trade & Competitiveness GP,Pipeline
Meso-level: Business Environment,Infrastructure-Energy,Intermediate Outcomes,Firm performance/ investment,Yes,P151363,ECA,Central Asia,Environment & Natural Resources GP,Pipeline
Macro-level: Economic Conditions,Trade & Investment Policy,Intermediate Outcomes,Firm performance/ investment,Yes,P151433,AFR,Swaziland,Trade & Competitiveness GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Wage Subsidies,Job Access,Labor force participation,Yes,P151443,AFR,Guinea-Bissau,Social Protection & Labor GP,Pipeline
Macro-level: Economic Conditions,Trade & Investment Policy,Intermediate Outcomes,Access to/ working of product markets,Yes,P151448,LCR,Jamaica,Macro & Fiscal Management GP,Pipeline
Macro-level: Economic Conditions,Trade & Investment Policy,Job Creation,New enterprises,Yes,P151448,LCR,Jamaica,Macro & Fiscal Management GP,Pipeline
Macro-level: Economic Conditions,Trade & Investment Policy,Intermediate Outcomes,Access to/ working of product markets,Yes,P151449,AFR,Mali,Trade & Competitiveness GP,Pipeline
Macro-level: Economic Conditions,Trade & Investment Policy,Intermediate Outcomes,Firm performance/ investment,Yes,P151449,AFR,Mali,Trade & Competitiveness GP,Pipeline
Macro-level: Economic Conditions,Trade & Investment Policy,Job Creation,Job creation (by employers),Yes,P151449,AFR,Mali,Trade & Competitiveness GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs-Public Works,Job Quality,Earnings/ livelihood,Yes,P151451,AFR,Zambia,Social Protection & Labor GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs-Public Works,Job Access,Working of labor market,Yes,P151451,AFR,Zambia,Social Protection & Labor GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs-Public Works,Job Access,Gender,Yes,P151451,AFR,Zambia,Social Protection & Labor GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Intermediate Outcomes,Access to/ working of product markets,Yes,P151469,AFR,Madagascar,Agriculture GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P151469,AFR,Madagascar,Agriculture GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P151469,AFR,Madagascar,Agriculture GP,Pipeline
Macro-level: Economic Conditions,Taxation/Fiscal Policy,Intermediate Outcomes,Firm performance/ investment,Yes,P151479,ECA,Ukraine,Macro & Fiscal Management GP,Pipeline
Macro-level: Economic Conditions,Trade & Investment Policy,Job Creation,Job creation (by employers),Yes,P151480,AFR,Nigeria,Macro & Fiscal Management GP,Pipeline
Micro- level: Individuals/ Firms,Skills & Training,Intermediate Outcomes,Human capital,Yes,P151484,AFR,Cote d'Ivoire,Social Protection & Labor GP,Pipeline
Micro- level: Individuals/ Firms,Skills & Training,Job Access,Labor force participation,Yes,P151484,AFR,Cote d'Ivoire,Social Protection & Labor GP,Pipeline
Micro- level: Individuals/ Firms,Skills & Training,Job Access,Youth,Yes,P151484,AFR,Cote d'Ivoire,Social Protection & Labor GP,Pipeline
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Intermediate Outcomes,Access to/ working of product markets,Yes,P151544,SAR,India,Finance & Markets GP,Pipeline
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Intermediate Outcomes,Firm performance/ investment,Yes,P151544,SAR,India,Finance & Markets GP,Pipeline
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Job Creation,New enterprises,Yes,P151544,SAR,India,Finance & Markets GP,Pipeline
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Job Creation,Entrepreneurs/self-employed,Yes,P151544,SAR,India,Finance & Markets GP,Pipeline
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Job Quality,Earnings/ livelihood,Yes,P151544,SAR,India,Finance & Markets GP,Pipeline
Macro-level: Economic Conditions,Trade & Investment Policy,Job Creation,New enterprises,Yes,P151579,AFR,Ethiopia,Macro & Fiscal Management GP,Pipeline
Micro- level: Individuals/ Firms,Skills & Training,Intermediate Outcomes,Human capital,Yes,P151583,AFR,Lesotho,Education GP,Pipeline
Micro- level: Individuals/ Firms,Skills & Training,Job Access,Labor force participation,Yes,P151583,AFR,Lesotho,Education GP,Pipeline
Macro-level: Economic Conditions,Public Administration and Governance,Intermediate Outcomes,Firm performance/ investment,Yes,P151620,SAR,Pakistan,Macro & Fiscal Management GP,Pipeline
Macro-level: Economic Conditions,Public Administration and Governance,Job Access,Labor force participation,Yes,P151620,SAR,Pakistan,Macro & Fiscal Management GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Wage Subsidies,Job Access,Labor force participation,Yes,P151712,AFR,Ethiopia,Social Protection & Labor GP,Pipeline
Meso-level: Business Environment,Infrastructure-Irrigation/Water,Job Creation,Entrepreneurs/self-employed,Yes,P151744,SAR,India,Agriculture GP,Pipeline
Meso-level: Business Environment,Infrastructure-Irrigation/Water,Job Quality,Worker productivity,Yes,P151744,SAR,India,Agriculture GP,Pipeline
Meso-level: Business Environment,Infrastructure-Irrigation/Water,Job Quality,Earnings/ livelihood,Yes,P151744,SAR,India,Agriculture GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P151754,EAP,"Micronesia, Federated States of",Environment & Natural Resources GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P151754,EAP,"Micronesia, Federated States of",Environment & Natural Resources GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P151760,EAP,Marshall Islands,Environment & Natural Resources GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P151760,EAP,Marshall Islands,Environment & Natural Resources GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P151777,EAP,Solomon Islands,Environment & Natural Resources GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P151777,EAP,Solomon Islands,Environment & Natural Resources GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P151780,EAP,Tuvalu,Environment & Natural Resources GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P151780,EAP,Tuvalu,Environment & Natural Resources GP,Active
Macro-level: Economic Conditions,Public Administration and Governance,Intermediate Outcomes,Firm performance/ investment,Yes,P151821,LCR,Grenada,Macro & Fiscal Management GP,Pipeline
Macro-level: Economic Conditions,Public Administration and Governance,Job Access,Labor force participation,Yes,P151821,LCR,Grenada,Macro & Fiscal Management GP,Pipeline
Micro- level: Individuals/ Firms,Skills & Training,Intermediate Outcomes,Human capital,Yes,P151831,AFR,Kenya,Social Protection & Labor GP,Pipeline
Micro- level: Individuals/ Firms,Skills & Training,Job Access,Labor force participation,Yes,P151831,AFR,Kenya,Social Protection & Labor GP,Pipeline
Micro- level: Individuals/ Firms,Skills & Training,Job Access,Youth,Yes,P151831,AFR,Kenya,Social Protection & Labor GP,Pipeline
Meso-level: Business Environment,Spatial Development,Intermediate Outcomes,Access to/ working of product markets,Yes,P151832,AFR,Burkina Faso,"Urban, Rural & Social GP",Pipeline
Meso-level: Business Environment,Spatial Development,Intermediate Outcomes,Firm performance/ investment,Yes,P151832,AFR,Burkina Faso,"Urban, Rural & Social GP",Pipeline
Meso-level: Business Environment,Spatial Development,Job Creation,Job creation (by employers),Yes,P151832,AFR,Burkina Faso,"Urban, Rural & Social GP",Pipeline
Meso-level: Business Environment,Spatial Development,Job Quality,Earnings/ livelihood,Yes,P151832,AFR,Burkina Faso,"Urban, Rural & Social GP",Pipeline
Meso-level: Business Environment,Spatial Development,Job Access,Labor force participation,Yes,P151832,AFR,Burkina Faso,"Urban, Rural & Social GP",Pipeline
Meso-level: Business Environment,Spatial Development,Job Access,Lagging regions,Yes,P151832,AFR,Burkina Faso,"Urban, Rural & Social GP",Pipeline
Micro- level: Individuals/ Firms,Skills & Training,Intermediate Outcomes,Human capital,Yes,P151837,AFR,South Sudan,Social Protection & Labor GP,Pipeline
Micro- level: Individuals/ Firms,Skills & Training,Job Access,Labor force participation,Yes,P151837,AFR,South Sudan,Social Protection & Labor GP,Pipeline
Micro- level: Individuals/ Firms,Skills & Training,Job Access,Youth,Yes,P151837,AFR,South Sudan,Social Protection & Labor GP,Pipeline
Micro- level: Individuals/ Firms,Skills & Training,Intermediate Outcomes,Human capital,Yes,P151844,AFR,Cote d'Ivoire,Education GP,Pipeline
Micro- level: Individuals/ Firms,Skills & Training,Job Access,Labor force participation,Yes,P151844,AFR,Cote d'Ivoire,Education GP,Pipeline
Micro- level: Individuals/ Firms,Skills & Training,Job Access,Youth,Yes,P151844,AFR,Cote d'Ivoire,Education GP,Pipeline
Micro- level: Individuals/ Firms,Skills & Training,Intermediate Outcomes,Human capital,Yes,P151847,AFR,Africa,Education GP,Pipeline
Micro- level: Individuals/ Firms,Skills & Training,Job Creation,Entrepreneurs/self-employed,Yes,P151847,AFR,Africa,Education GP,Pipeline
Micro- level: Individuals/ Firms,Skills & Training,Job Quality,Earnings/ livelihood,Yes,P151847,AFR,Africa,Education GP,Pipeline
Micro- level: Individuals/ Firms,Skills & Training,Job Access,Labor force participation,Yes,P151847,AFR,Africa,Education GP,Pipeline
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Intermediate Outcomes,Access to/ working of product markets,Yes,P151861,AFR,Mozambique,Finance & Markets GP,Pipeline
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Intermediate Outcomes,Firm performance/ investment,Yes,P151861,AFR,Mozambique,Finance & Markets GP,Pipeline
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Job Creation,New enterprises,Yes,P151861,AFR,Mozambique,Finance & Markets GP,Pipeline
Macro-level: Economic Conditions,Trade & Investment Policy,Intermediate Outcomes,Access to/ working of product markets,Yes,P151869,AFR,Burundi,Agriculture GP,Pipeline
